Date/Time,avg
2024-02-21 00:00:00,77.62
2024-02-20 00:00:00,82.82
2024-02-19 00:00:00,78.23
2024-02-18 00:00:00,75
2024-02-17 00:00:00,64.64
2024-02-16 00:00:00,66.63
2024-02-15 00:00:00,73.97
2024-02-14 00:00:00,68.72
2024-02-13 00:00:00,85.69
2024-02-12 00:00:00,82.86
2024-02-11 00:00:00,44.97
2024-02-10 00:00:00,54.36
2024-02-09 00:00:00,70.73
2024-02-08 00:00:00,73.44
2024-02-07 00:00:00,73.12
2024-02-06 00:00:00,70.64
2024-02-05 00:00:00,76.55
2024-02-04 00:00:00,70.72
2024-02-03 00:00:00,77.92
2024-02-02 00:00:00,84.81
2024-02-01 00:00:00,86.26
2024-01-31 00:00:00,85.37
2024-01-30 00:00:00,84.41
2024-01-29 00:00:00,91.55
2024-01-28 00:00:00,85.14
2024-01-27 00:00:00,77.14
2024-01-26 00:00:00,71.1
2024-01-25 00:00:00,71.48
2024-01-24 00:00:00,98.11
2024-01-23 00:00:00,89.92
2024-01-22 00:00:00,87.01
2024-01-21 00:00:00,91.63
2024-01-20 00:00:00,90.1
2024-01-19 00:00:00,99.94
2024-01-18 00:00:00,92.03
2024-01-17 00:00:00,80.05
2024-01-16 00:00:00,82.13
2024-01-15 00:00:00,90.88
2024-01-14 00:00:00,86.83
2024-01-13 00:00:00,92.21
2024-01-12 00:00:00,97.88
2024-01-11 00:00:00,98.89
2024-01-10 00:00:00,88.37
2024-01-09 00:00:00,99.4
2024-01-08 00:00:00,96.01
2024-01-07 00:00:00,83.68
2024-01-06 00:00:00,75.5
2024-01-05 00:00:00,95.02
2024-01-04 00:00:00,98.26
2024-01-03 00:00:00,99.63
2024-01-02 00:00:00,95.23
2024-01-01 00:00:00,93.01
2023-12-31 00:00:00,94.32
2023-12-30 00:00:00,95.62
2023-12-29 00:00:00,96.4
2023-12-28 00:00:00,91.64
2023-12-27 00:00:00,88.75
2023-12-26 00:00:00,92.22
2023-12-25 00:00:00,86.49
2023-12-24 00:00:00,89.04
2023-12-23 00:00:00,85.76
2023-12-22 00:00:00,80.29
2023-12-21 00:00:00,86.76
2023-12-20 00:00:00,95.93
2023-12-19 00:00:00,94.78
2023-12-18 00:00:00,95.4
2023-12-17 00:00:00,94.31
2023-12-16 00:00:00,92.73
2023-12-15 00:00:00,98.22
2023-12-14 00:00:00,100
2023-12-13 00:00:00,87.78
2023-12-12 00:00:00,96.32
2023-12-11 00:00:00,96.44
2023-12-10 00:00:00,99.12
2023-12-09 00:00:00,96.11
2023-12-08 00:00:00,98.47
2023-12-07 00:00:00,96.64
2023-12-06 00:00:00,88.4
2023-12-05 00:00:00,76.11
2023-12-04 00:00:00,86.24
2023-12-03 00:00:00,78.15
2023-12-02 00:00:00,65.18
2023-12-01 00:00:00,79.14
2023-11-30 00:00:00,94.31
2023-11-29 00:00:00,88.88
2023-11-28 00:00:00,91.76
2023-11-27 00:00:00,65.81
2023-11-26 00:00:00,80.85
2023-11-25 00:00:00,92.55
2023-11-24 00:00:00,100
2023-11-23 00:00:00,91.84
2023-11-22 00:00:00,100
2023-11-21 00:00:00,94.01
2023-11-20 00:00:00,89.2
2023-11-19 00:00:00,83.98
2023-11-18 00:00:00,83.81
2023-11-17 00:00:00,94.91
2023-11-16 00:00:00,81.8
2023-11-15 00:00:00,96.72
2023-11-14 00:00:00,87.05
2023-11-13 00:00:00,86.6
2023-11-12 00:00:00,82.6
2023-11-11 00:00:00,95.8
2023-11-10 00:00:00,78.65
2023-11-09 00:00:00,87.55
2023-11-08 00:00:00,91.48
2023-11-07 00:00:00,87.71
2023-11-06 00:00:00,83.58
2023-11-05 00:00:00,88.16
2023-11-04 00:00:00,90.78
2023-11-03 00:00:00,81.11
2023-11-02 00:00:00,68.53
2023-11-01 00:00:00,83.4
2023-10-31 00:00:00,61.83
2023-10-30 00:00:00,68.75
2023-10-29 00:00:00,79.69
2023-10-28 00:00:00,90.92
2023-10-27 00:00:00,86.74
2023-10-26 00:00:00,88.92
2023-10-25 00:00:00,77.79
2023-10-24 00:00:00,72.6
2023-10-23 00:00:00,81.07
2023-10-22 00:00:00,71.24
2023-10-21 00:00:00,52.58
2023-10-20 00:00:00,52.58
2023-10-19 00:00:00,70.98
2023-10-18 00:00:00,76.22
2023-10-17 00:00:00,84.37
2023-10-16 00:00:00,81.96
2023-10-15 00:00:00,86.04
2023-10-14 00:00:00,71.86
2023-10-13 00:00:00,74.08
2023-10-12 00:00:00,60.15
2023-10-11 00:00:00,72.87
2023-10-10 00:00:00,75.82
2023-10-09 00:00:00,59.82
2023-10-08 00:00:00,65.65
2023-10-07 00:00:00,71.61
2023-10-06 00:00:00,67.25
2023-10-05 00:00:00,67.33
2023-10-04 00:00:00,69.85
2023-10-03 00:00:00,71.61
2023-10-02 00:00:00,69.05
2023-10-01 00:00:00,73.03
2023-09-30 00:00:00,68.5
2023-09-29 00:00:00,69.01
2023-09-28 00:00:00,67.12
2023-09-27 00:00:00,58.55
2023-09-26 00:00:00,77.23
2023-09-25 00:00:00,93.58
2023-09-24 00:00:00,90.48
2023-09-23 00:00:00,64.25
2023-09-22 00:00:00,69.46
2023-09-21 00:00:00,73.01
2023-09-20 00:00:00,68.49
2023-09-19 00:00:00,55.52
2023-09-18 00:00:00,64.59
2023-09-17 00:00:00,73.51
2023-09-16 00:00:00,75.91
2023-09-15 00:00:00,75.92
2023-09-14 00:00:00,66.29
2023-09-13 00:00:00,55.97
2023-09-12 00:00:00,58.77
2023-09-11 00:00:00,58.11
2023-09-10 00:00:00,60.97
2023-09-09 00:00:00,60.77
2023-09-08 00:00:00,63.26
2023-09-07 00:00:00,64.93
2023-09-06 00:00:00,68.65
2023-09-05 00:00:00,77.11
2023-09-04 00:00:00,83.86
2023-09-03 00:00:00,71.41
2023-09-02 00:00:00,65.03
2023-09-01 00:00:00,72.24
2023-08-31 00:00:00,76.59
2023-08-30 00:00:00,75.57
2023-08-29 00:00:00,57.55
2023-08-28 00:00:00,50.53
2023-08-27 00:00:00,61.91
2023-08-26 00:00:00,63.54
2023-08-25 00:00:00,66.26
2023-08-24 00:00:00,70.6
2023-08-23 00:00:00,72.71
2023-08-22 00:00:00,75.51
2023-08-21 00:00:00,74.62
2023-08-20 00:00:00,75.53
2023-08-19 00:00:00,71.76
2023-08-18 00:00:00,75.21
2023-08-17 00:00:00,86.82
2023-08-16 00:00:00,100
2023-08-15 00:00:00,76.25
2023-08-14 00:00:00,62.7
2023-08-13 00:00:00,65.94
2023-08-12 00:00:00,62.49
2023-08-11 00:00:00,66.71
2023-08-10 00:00:00,73.42
2023-08-09 00:00:00,71.92
2023-08-08 00:00:00,66.81
2023-08-07 00:00:00,78.71
2023-08-06 00:00:00,91.78
2023-08-05 00:00:00,82.81
2023-08-04 00:00:00,64.28
2023-08-03 00:00:00,66.4
2023-08-02 00:00:00,74.38
2023-08-01 00:00:00,65.64
2023-07-31 00:00:00,71
2023-07-30 00:00:00,77
2023-07-29 00:00:00,67.09
2023-07-28 00:00:00,65.51
2023-07-27 00:00:00,61.78
2023-07-26 00:00:00,77.32
2023-07-25 00:00:00,67.57
2023-07-24 00:00:00,68.92
2023-07-23 00:00:00,77.75
2023-07-22 00:00:00,83.33
2023-07-21 00:00:00,69.67
2023-07-20 00:00:00,76.81
2023-07-19 00:00:00,62.69
2023-07-18 00:00:00,60.01
2023-07-17 00:00:00,64.34
2023-07-16 00:00:00,63.24
2023-07-15 00:00:00,66.01
2023-07-14 00:00:00,72.07
2023-07-13 00:00:00,62.7
2023-07-12 00:00:00,64.26
2023-07-11 00:00:00,57.39
2023-07-10 00:00:00,56.82
2023-07-09 00:00:00,55.44
2023-07-08 00:00:00,58.7
2023-07-07 00:00:00,73.39
2023-07-06 00:00:00,69.19
2023-07-05 00:00:00,70.69
2023-07-04 00:00:00,69.26
2023-07-03 00:00:00,61.98
2023-07-02 00:00:00,80.28
2023-07-01 00:00:00,69.74
2023-06-30 00:00:00,65.56
2023-06-29 00:00:00,65.89
2023-06-28 00:00:00,78.83
2023-06-27 00:00:00,62.51
2023-06-26 00:00:00,68.33
2023-06-25 00:00:00,77.52
2023-06-24 00:00:00,86.77
2023-06-23 00:00:00,72.56
2023-06-22 00:00:00,71.2
2023-06-21 00:00:00,68.13
2023-06-20 00:00:00,71.38
2023-06-19 00:00:00,67.95
2023-06-18 00:00:00,70.4
2023-06-17 00:00:00,93.07
2023-06-16 00:00:00,98.91
2023-06-15 00:00:00,89.57
2023-06-14 00:00:00,69.23
2023-06-13 00:00:00,72.66
2023-06-12 00:00:00,94.69
2023-06-11 00:00:00,84.24
2023-06-10 00:00:00,81.88
2023-06-09 00:00:00,77.16
2023-06-08 00:00:00,72.73
2023-06-07 00:00:00,75.14
2023-06-06 00:00:00,84.37
2023-06-05 00:00:00,76.71
2023-06-04 00:00:00,73.43
2023-06-03 00:00:00,76.45
2023-06-02 00:00:00,81.52
2023-06-01 00:00:00,81.92
2023-05-31 00:00:00,85.51
2023-05-30 00:00:00,79.39
2023-05-29 00:00:00,85.61
2023-05-28 00:00:00,90.64
2023-05-27 00:00:00,93.38
2023-05-26 00:00:00,83.64
2023-05-25 00:00:00,88.52
2023-05-24 00:00:00,82.18
2023-05-23 00:00:00,66.8
2023-05-22 00:00:00,70.12
2023-05-21 00:00:00,61.36
2023-05-20 00:00:00,68.5
2023-05-19 00:00:00,92.69
2023-05-18 00:00:00,99.78
2023-05-17 00:00:00,75.97
2023-05-16 00:00:00,78.25
2023-05-15 00:00:00,86.75
2023-05-14 00:00:00,75.16
2023-05-13 00:00:00,63.64
2023-05-12 00:00:00,67.77
2023-05-11 00:00:00,59.66
2023-05-10 00:00:00,63.18
2023-05-09 00:00:00,77.17
2023-05-08 00:00:00,83.77
2023-05-07 00:00:00,57.87
2023-05-06 00:00:00,64.19
2023-05-05 00:00:00,71.28
2023-05-04 00:00:00,83.92
2023-05-03 00:00:00,55.25
2023-05-02 00:00:00,48.89
2023-05-01 00:00:00,66.66
2023-04-30 00:00:00,72.99
2023-04-29 00:00:00,59.62
2023-04-28 00:00:00,57.14
2023-04-27 00:00:00,58.59
2023-04-26 00:00:00,75.25
2023-04-25 00:00:00,83.81
2023-04-24 00:00:00,80.61
2023-04-23 00:00:00,58.16
2023-04-22 00:00:00,63.02
2023-04-21 00:00:00,64.93
2023-04-20 00:00:00,72.05
2023-04-19 00:00:00,75.02
2023-04-18 00:00:00,87.57
2023-04-17 00:00:00,92.59
2023-04-16 00:00:00,68.67
2023-04-15 00:00:00,68.9
2023-04-14 00:00:00,71.43
2023-04-13 00:00:00,63.54
2023-04-12 00:00:00,61.12
2023-04-11 00:00:00,80.35
2023-04-10 00:00:00,82.75
2023-04-09 00:00:00,86.14
2023-04-08 00:00:00,89.17
2023-04-07 00:00:00,99.26
2023-04-06 00:00:00,66.74
2023-04-05 00:00:00,89.4
2023-04-04 00:00:00,99.41
2023-04-03 00:00:00,87.66
2023-04-02 00:00:00,82.93
2023-04-01 00:00:00,94.34
2023-03-31 00:00:00,60.44
2023-03-30 00:00:00,55.92
2023-03-29 00:00:00,55.09
2023-03-28 00:00:00,65.08
2023-03-27 00:00:00,81.54
2023-03-26 00:00:00,66.9
2023-03-25 00:00:00,73.46
2023-03-24 00:00:00,61.84
2023-03-23 00:00:00,66.17
2023-03-22 00:00:00,65.67
2023-03-21 00:00:00,68.52
2023-03-20 00:00:00,58.87
2023-03-19 00:00:00,50.03
2023-03-18 00:00:00,70
2023-03-17 00:00:00,64.69
2023-03-16 00:00:00,73.8
2023-03-15 00:00:00,76.44
2023-03-14 00:00:00,44.44
2023-03-13 00:00:00,44.46
2023-03-12 00:00:00,50.57
2023-03-11 00:00:00,53.78
2023-03-10 00:00:00,48.57
2023-03-09 00:00:00,42.86
2023-03-08 00:00:00,49.43
2023-03-07 00:00:00,79.16
2023-03-06 00:00:00,72.42
2023-03-05 00:00:00,62.61
2023-03-04 00:00:00,72.59
2023-03-03 00:00:00,80.36
2023-03-02 00:00:00,86.62
2022-09-23 00:00:00,98.89
2022-09-22 00:00:00,86.81
2022-09-21 00:00:00,88.84
2022-09-20 00:00:00,77.54
2022-09-19 00:00:00,88.18
2022-09-18 00:00:00,75.58
2022-09-17 00:00:00,99.28
2022-09-16 00:00:00,90.08
2022-09-15 00:00:00,64.88
2022-09-14 00:00:00,62.98
2022-09-13 00:00:00,65.04
2022-09-12 00:00:00,70.52
2022-09-11 00:00:00,78.28
2022-09-10 00:00:00,79.59
2022-09-09 00:00:00,76.09
2022-09-08 00:00:00,67.03
2022-09-07 00:00:00,69.55
2022-09-06 00:00:00,71.64
2022-09-05 00:00:00,77.42
2022-09-04 00:00:00,81.45
2022-09-03 00:00:00,82.56
2022-09-02 00:00:00,99.36
2022-09-01 00:00:00,95.22
2022-08-31 00:00:00,82.85
2022-08-30 00:00:00,79.44
2022-08-29 00:00:00,73.77
2022-08-28 00:00:00,65.34
2022-08-27 00:00:00,65.11
2022-08-26 00:00:00,65.67
2022-08-25 00:00:00,78.81
2022-08-24 00:00:00,91.26
2022-08-23 00:00:00,96.35
2022-08-22 00:00:00,88.79
2022-08-21 00:00:00,98.85
2022-08-20 00:00:00,70.45
2022-08-19 00:00:00,43.25
2022-08-18 00:00:00,47.75
2022-08-17 00:00:00,46.27
2022-08-16 00:00:00,58.17
2022-08-15 00:00:00,64.81
2022-08-14 00:00:00,80.41
2022-08-13 00:00:00,69.57
2022-08-12 00:00:00,43.83
2022-08-11 00:00:00,48.91
2022-08-10 00:00:00,58.18
2022-08-09 00:00:00,63.6
2022-08-08 00:00:00,62.86
2022-08-07 00:00:00,53.28
2022-08-06 00:00:00,44.61
2022-08-05 00:00:00,46.43
2022-08-04 00:00:00,45.87
2022-08-03 00:00:00,52.37
2022-08-02 00:00:00,56.99
2022-08-01 00:00:00,54.28
2022-07-31 00:00:00,66.23
2022-07-30 00:00:00,68.34
2022-07-29 00:00:00,56.86
2022-07-28 00:00:00,47.77
2022-07-27 00:00:00,52.64
2022-07-26 00:00:00,42.72
2022-07-25 00:00:00,45.02
2022-07-24 00:00:00,48.53
2022-07-23 00:00:00,42.59
2022-07-22 00:00:00,42.74
2022-07-21 00:00:00,41.54
2022-07-20 00:00:00,43.5
2022-07-19 00:00:00,43.58
2022-07-18 00:00:00,41.05
2022-07-17 00:00:00,46.44
2022-07-16 00:00:00,50.56
2022-07-15 00:00:00,44.41
2022-07-14 00:00:00,41.31
2022-07-13 00:00:00,44.97
2022-07-12 00:00:00,50.19
2022-07-11 00:00:00,45.37
2022-07-10 00:00:00,54.57
2022-07-09 00:00:00,62.29
2022-07-08 00:00:00,59.71
2022-07-07 00:00:00,63.13
2022-07-06 00:00:00,76.57
2022-07-05 00:00:00,61.72
2022-07-04 00:00:00,54.55
2022-07-03 00:00:00,57.72
2022-07-02 00:00:00,56.08
2022-07-01 00:00:00,47.19
2022-06-30 00:00:00,45.82
2022-06-29 00:00:00,48.57
2022-06-28 00:00:00,59.45
2022-06-27 00:00:00,64.64
2022-06-26 00:00:00,73.46
2022-06-25 00:00:00,71.3
2022-06-24 00:00:00,64.28
2022-06-23 00:00:00,81.15
2022-06-22 00:00:00,42.11
2022-06-21 00:00:00,52.66
2022-06-20 00:00:00,48.5
2022-06-19 00:00:00,48.31
2022-06-18 00:00:00,50.32
2022-06-17 00:00:00,56.36
2022-06-16 00:00:00,52.6
2022-06-15 00:00:00,49.84
2022-06-14 00:00:00,52.79
2022-06-13 00:00:00,59.79
2022-06-12 00:00:00,69.26
2022-06-11 00:00:00,75.49
2022-06-10 00:00:00,69.6
2022-06-09 00:00:00,70.65
2022-06-08 00:00:00,68.72
2022-06-07 00:00:00,67.36
2022-06-06 00:00:00,61.35
2022-06-05 00:00:00,64.74
2022-06-04 00:00:00,65.68
2022-06-03 00:00:00,65.56
2022-06-02 00:00:00,76.71
2022-06-01 00:00:00,74.63
2022-05-31 00:00:00,89.25
2022-05-30 00:00:00,80.82
2022-05-29 00:00:00,98.08
2022-05-28 00:00:00,79.79
2022-05-27 00:00:00,51.63
2022-05-26 00:00:00,56.26
2022-05-25 00:00:00,52.61
2022-05-24 00:00:00,47.84
2022-05-23 00:00:00,42.35
2022-05-22 00:00:00,49.35
2022-05-21 00:00:00,46.98
2022-05-20 00:00:00,41.35
2022-05-19 00:00:00,41.95
2022-05-18 00:00:00,50.71
2022-05-17 00:00:00,59.91
2022-05-16 00:00:00,47.26
2022-05-15 00:00:00,44.93
2022-05-14 00:00:00,56.54
2022-05-13 00:00:00,51.45
2022-05-12 00:00:00,53.56
2022-05-11 00:00:00,61.65
2022-05-10 00:00:00,66.36
2022-05-09 00:00:00,40.34
2022-05-08 00:00:00,40.22
2022-05-07 00:00:00,44.68
2022-05-06 00:00:00,58.17
2022-05-05 00:00:00,56.99
2022-05-04 00:00:00,56.18
2022-05-03 00:00:00,48.54
2022-05-02 00:00:00,48.07
2022-05-01 00:00:00,57.44
2022-04-30 00:00:00,75.27
2022-04-29 00:00:00,82
2022-04-28 00:00:00,94.56
2022-04-27 00:00:00,75.35
2022-04-26 00:00:00,63.09
2022-04-25 00:00:00,69.17
2022-04-24 00:00:00,70.19
2022-04-23 00:00:00,81.76
2022-04-22 00:00:00,78.79
2022-04-21 00:00:00,76.83
2022-04-20 00:00:00,84.81
2022-04-19 00:00:00,51.14
2022-04-18 00:00:00,63.08
2022-04-17 00:00:00,60.45
2022-04-16 00:00:00,68.08
2022-04-15 00:00:00,45.54
2022-04-14 00:00:00,46.25
2022-04-13 00:00:00,55.39
2022-04-12 00:00:00,62.03
2022-04-11 00:00:00,59.99
2022-04-10 00:00:00,78.6
2022-04-09 00:00:00,69.44
2022-04-08 00:00:00,78.74
2022-04-07 00:00:00,83.14
2022-04-06 00:00:00,56.72
2022-04-05 00:00:00,63.72
2022-04-04 00:00:00,70.47
2022-04-03 00:00:00,86.61
2022-04-02 00:00:00,97.48
2022-04-01 00:00:00,89.22
2022-03-31 00:00:00,76.81
2022-03-30 00:00:00,42.83
2022-03-29 00:00:00,40.31
2022-03-28 00:00:00,32.59
2022-03-27 00:00:00,41.67
2022-03-26 00:00:00,44.43
2022-03-25 00:00:00,40.2
2022-03-24 00:00:00,36.67
2022-03-23 00:00:00,39.18
2022-03-22 00:00:00,39.54
2022-03-21 00:00:00,40.98
2022-03-20 00:00:00,40.73
2022-03-19 00:00:00,45.64
2022-03-18 00:00:00,51.22
2022-03-17 00:00:00,78
2022-03-16 00:00:00,65.62
2022-03-15 00:00:00,46.67
2022-03-14 00:00:00,47.02
2022-03-13 00:00:00,51.43
2022-03-12 00:00:00,50
2022-03-11 00:00:00,58.07
2022-03-10 00:00:00,77.45
2022-03-09 00:00:00,74.97
2022-03-08 00:00:00,73.11
2022-03-07 00:00:00,94.73
2022-03-06 00:00:00,78.29
2022-03-05 00:00:00,71.56
2022-03-04 00:00:00,76.97
2022-03-03 00:00:00,58.19
2022-03-02 00:00:00,71.77
2022-03-01 00:00:00,93.36
2022-02-28 00:00:00,99.02
2022-02-27 00:00:00,77.44
2022-02-26 00:00:00,83.64
2022-02-25 00:00:00,63.23
2022-02-24 00:00:00,73.42
2022-02-23 00:00:00,75.11
2022-02-22 00:00:00,85.95
2022-02-21 00:00:00,85.84
2022-02-20 00:00:00,86.7
2022-02-19 00:00:00,59.97
2022-02-18 00:00:00,54.28
2022-02-17 00:00:00,81.67
2022-02-16 00:00:00,96.3
2022-02-15 00:00:00,65.22
2022-02-14 00:00:00,69.57
2022-02-13 00:00:00,70.73
2022-02-12 00:00:00,63.64
2022-02-11 00:00:00,86.6
2022-02-10 00:00:00,86.98
2022-02-09 00:00:00,78.09
2022-02-08 00:00:00,76.55
2022-02-07 00:00:00,85.34
2022-02-06 00:00:00,79.22
2022-02-05 00:00:00,85.02
2022-02-04 00:00:00,88
2022-02-03 00:00:00,83.66
2022-02-02 00:00:00,91.27
2022-02-01 00:00:00,96.58
2022-01-31 00:00:00,61.73
2022-01-30 00:00:00,79.03
2022-01-29 00:00:00,84.54
2022-01-28 00:00:00,83.33
2022-01-27 00:00:00,92.69
2022-01-26 00:00:00,93.8
2022-01-25 00:00:00,85.51
2022-01-24 00:00:00,85.15
2022-01-23 00:00:00,90.65
2022-01-22 00:00:00,88.55
2022-01-21 00:00:00,79.03
2022-01-20 00:00:00,96.28
2022-01-19 00:00:00,94.58
2022-01-18 00:00:00,83.93
2022-01-17 00:00:00,79.79
2022-01-16 00:00:00,100
2022-01-15 00:00:00,92.87
2022-01-14 00:00:00,96.12
2022-01-13 00:00:00,95.45
2022-01-12 00:00:00,94.19
2022-01-11 00:00:00,100
2022-01-10 00:00:00,100
2022-01-09 00:00:00,100
2022-01-08 00:00:00,96.96
2022-01-07 00:00:00,83.76
2022-01-06 00:00:00,91.69
2022-01-05 00:00:00,90.17
2022-01-04 00:00:00,95.24
2022-01-03 00:00:00,95.35
2022-01-02 00:00:00,95.63
2022-01-01 00:00:00,94.43
2021-12-31 00:00:00,99.64
2021-12-30 00:00:00,100
2021-12-29 00:00:00,99.99
2021-12-28 00:00:00,100
2021-12-27 00:00:00,100
2021-12-26 00:00:00,100
2021-12-25 00:00:00,97.98
2021-12-24 00:00:00,70.95
2021-12-23 00:00:00,88.27
2021-12-22 00:00:00,92.4
2021-12-21 00:00:00,81.18
2021-12-20 00:00:00,76.79
2021-12-19 00:00:00,83.34
2021-12-18 00:00:00,89.46
2021-12-17 00:00:00,98.55
2021-12-16 00:00:00,100
2021-12-15 00:00:00,100
2021-12-14 00:00:00,99.57
